,timestamp,network,vault,version,totalAssets,totalDebt,totalGain,totalLoss,netTotalGain,netTotalGainDelta,tokenPriceUSDC,totalAssetsUSDC,totalDebtUSDC,netTotalGainUSDC,netTotalGainDeltaUSDC,pricePerShare,apy
0,2021-09-30,ETH,yvWETH,0.4.2,61648.230414290992613812,27476.756746072913878449,286.417557587762697436,1.207725301591620982,285.209832286171076454,0,2848.32000000000016370904631912708282470703125,175593887.6536333301741460042,78262595.77497440655645749852,812368.8694973468471768869244,0,1.00426787410077224,0
1,2021-10-31,ETH,yvWETH,0.4.2,144311.128524436448613480,54374.090619995763434195,477.273848874350920906,1.207725301592976117,476.066123572757944789,190.856291286586868335,4312.0600000000004001776687800884246826171875,622278244.8650814903583335607,234464341.1988589534333517180,2052825.688813146813917886857,822983.7794052398478490458191,1.006128784807312245,0.001853002325904606010421262
2,2021-11-30,ETH,yvWETH,0.4.2,145880.960453292624289558,64548.197680701607227255,649.278864361614670825,1.207725301592976117,648.071139060021694708,172.005015487263749919,4444.362444180000238702632486820220947265625,648347861.9595215632384757188,286875585.6116168177216020932,2880263.031595314841512559584,764452.6310421943143083691148,1.00721167397260373,0.001076292798340794357687476
3,2021-12-31,ETH,yvWETH,0.4.2,152200.491586283086142025,60480.901517895651340850,866.019352568339150279,1.207725301592976117,864.811627266746174162,216.740488206724479454,3711.665061659999992116354405879974365234375,564917246.9882837209356595782,224484849.0616725498506718841,3209891.101843312368970700454,804468.0975240305161505571182,1.008219660655289295,0.001000769459621039251699074
4,2022-01-31,ETH,yvWETH,0.4.2,167445.064849591963840429,56308.036919879581076294,1027.875335258448666556,1.480313138043107032,1026.395022120405559524,161.583394853659385362,2607.05860634000009667943231761455535888671875,436539097.4052881631559863169,146798352.2580825323252151172,2675871.975923538088919515426,421257.3801948671810727076028,1.009140176200306013,0.000913010905201384118618827
5,2022-02-28,ETH,yvWETH,0.4.2,116522.707039493043918957,49961.244695037687367918,1200.163184120794975779,1.480313138043107032,1198.682870982751868747,172.287848862346309223,2623.6529445400001350208185613155364990234375,305715143.4299377264798103596,131080966.7570190895349181781,3144927.844023558025837396586,452023.5219761574065885716911,1.010113797206337312,0.000964802540809794545052500
6,2022-03-31,ETH,yvWETH,0.4.2,96166.582452251968174354,43427.469993470826352862,1405.104535542070596658,1.480313138043107032,1403.624222404027489626,204.941351421275620879,3388.3948860800001057214103639125823974609375,325850356.1930012449084627341,147149417.2412692035949226746,4756033.137171823457837611065,694422.2271021744751632691886,1.011407684332063799,0.001280932038850453327932237
7,2022-04-30,ETH,yvWETH,0.4.2,72768.859796294543037351,41551.038652026769388021,1528.252869295755473856,1.480313138043107032,1526.772556157712366824,123.148333753684877198,2814.71999999999979991116560995578765869140625,204823965.0458261616178562702,116954539.5146327800179515775,4297437.249268235847656708140,346628.0779831718729061480021,1.0126845427354094,0.001262456695876145660659603
8,2022-05-31,ETH,yvWETH,0.4.2,53289.828019966900711946,37751.989549759436844466,1595.134147930808740235,1.480313138043107032,1593.653834792765633203,66.881278635053266379,1994.114578590000064650666899979114532470703125,106266022.9451698737641734892,75281792.73195262567966933816,3177928.345186113423666018084,133368.9327608996190114818671,1.013165910709141753,0.000475338521937056073662654
9,2022-06-30,ETH,yvWETH,0.4.2,53186.000086005469407754,34268.352324180651326684,1606.915481864068384445,1.480313138043107032,1605.435168726025277413,11.781333933259644210,1096.05615747999991071992553770542144775390625,58294842.88599809957287649253,37560038.57161226892300788203,1759647.102117102589101272407,12913.00360087729935212615936,1.013256019160278653,0.000088937507849855212534640
10,2022-07-31,ETH,yvWETH,0.4.2,54189.245098705428031651,33571.404109475604697967,1616.974400187397051076,1.480313138043107032,1615.494087049353944044,10.058918323328666631,1696.470000000000027284841053187847137451171875,91930428.63260079897139991128,56952879.92960208001795050155,2740637.253856617529530824068,17064.65316797738335394855762,1.013496729620553529,0.000237561342566078542099080
11,2022-08-31,ETH,yvWETH,0.4.2,51795.384629124399062474,50524.123838608067645180,1619.178717324845932514,1.480313138043107032,1617.698404186802825482,2.204317137448881438,1518.981700000000046202330850064754486083984375,78676241.39610125159246265987,76745219.51937941055972279871,2457254.272078956948156888565,3348.317392781235691636274283,1.013850596331280391,0.000349154269949491949092836
12,2021-09-30,ETH,yvWETH,0.3.2,1151.423508650064799911,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0,2848.32000000000016370904631912708282470703125,3279622.608158152759380944031,5.696640000000000327418092638E-15,3017436.434300892854881496599,0,1.029280465495450502,0
13,2021-10-31,ETH,yvWETH,0.3.2,1036.106180889323965745,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,4312.0600000000004001776687800884246826171875,4467752.018365618714356940777,8.624120000000000800355337560E-15,4568084.678298614096553125353,0E-58,1.030469675543881232,0.001155379984655879392990804
14,2021-11-30,ETH,yvWETH,0.3.2,257.855955049335723952,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,4444.362444180000238702632486820220947265625,1146005.322629433992139595762,8.888724888360000477405264974E-15,4708242.460926897296499537756,0E-57,1.031498743975624687,0.000998640189193644484081152
15,2021-12-31,ETH,yvWETH,0.3.2,337.568974170781327876,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,3711.665061659999992116354405879974365234375,1252942.967330096022039976061,7.423330123319999984232708812E-15,3932041.831316198092106071566,0E-57,1.032504987622064224,0.000975516114116873331469750
16,2022-01-31,ETH,yvWETH,0.3.2,437.930074867459920542,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,2607.05860634000009667943231761455535888671875,1141709.370658331963002864690,5.214117212680000193358864635E-15,2761850.362714872113403399532,0E-59,1.03337640328943577,0.000843982041557475757014056
17,2022-02-28,ETH,yvWETH,0.3.2,295.559911966721513156,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,2623.6529445400001350208185613155364990234375,775446.6333194721203886449960,5.247305889080000270041637123E-15,2779429.974797710842693163793,0E-58,1.034121961029509153,0.000721477418779961852639487
18,2022-03-31,ETH,yvWETH,0.3.2,277.800382501164901381,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,3388.3948860800001057214103639125823974609375,941297.3954180151008516161673,6.776789772160000211442820728E-15,3589577.780255243435014238240,0E-58,1.034953289094066424,0.000803897505212684159912508
19,2022-04-30,ETH,yvWETH,0.3.2,189.260715085073109535,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,2814.71999999999979991116560995578765869140625,532715.9199642569450013993228,5.629439999999999599822331220E-15,2981841.464566975636368906823,0E-59,1.035499796771500061,0.000528050573095927589151046
20,2022-05-31,ETH,yvWETH,0.3.2,2E-18,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,1994.114578590000064650666899979114532470703125,3.988229157180000129301333800E-15,3.988229157180000129301333800E-15,2112513.335442659892783989137,0E-60,1.036250602912057263,0.000725066429658488513395539
21,2022-06-30,ETH,yvWETH,0.3.2,2E-18,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,1096.05615747999991071992553770542144775390625,2.192112314959999821439851075E-15,2.192112314959999821439851075E-15,1161133.504528981516532409353,0E-59,1.036435964964258779,0.000178877630257212008003911
22,2022-07-31,ETH,yvWETH,0.3.2,2E-18,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,1696.470000000000027284841053187847137451171875,3.392940000000000054569682106E-15,3.392940000000000054569682106E-15,1797196.378110056275149484933,0E-60,1.036581699160647165,0.000140610902472312030719884
23,2022-08-31,ETH,yvWETH,0.3.2,2E-18,2E-18,7623.166638493944216016,6563.79253927022894475,1059.374099223715271266,0E-18,1518.981700000000046202330850064754486083984375,3.037963400000000092404661700E-15,3.037963400000000092404661700E-15,1609169.870174807752009142459,0E-60,1.036915317932077511,0.000321845129718658569855419
24,2021-09-30,ETH,yvYFI,0.4.3,3.403006076794301253,1.155620673751510726,0.001277603999350499,0.001306404933845001,-0.000028800934494502,0,28464.0282579400009126402437686920166015625,96863.26113181453165986944467,32893.61951312266398929493806,-0.8197906133065838438527377578,0,0.999928519854849012,0
25,2021-10-31,ETH,yvYFI,0.4.3,452.601734061009995370,410.035719425104117416,0.201363753431241243,0.001306404933948616,0.200057348497292627,0.200086149431787129,33713.0095704799969098530709743499755859375,15258566.59201467237151789191,13823538.13321718588694544248,6744.535304534078362213539763,6745.506270714330275611482145,1.000405325286039021,0.000476839515747808380171251
26,2021-11-30,ETH,yvYFI,0.4.3,1408.829241498338268042,1400.700254341020703284,10.893468410121501482,0.001306404933948616,10.892162005187552866,10.692104656690260239,30201.453398249999736435711383819580078125,42548690.68320395783576800346,42303183.45639725866439560063,328959.1232058611497626722965,322917.1005182427068747664495,1.006527602030501859,0.006119796236302858019921521
27,2021-12-31,ETH,yvYFI,0.4.3,1797.104756293050889774,272.449279043242470611,19.022204627822599507,0.001306404933948616,19.020898222888650891,8.128736217701098025,30296.99870508000094559974968433380126953125,54446880.47430367348782722752,8254395.454373096971053897021,576276.1288283159472478117866,246276.3106616270715244500782,1.010584204353569322,0.004030294166681512958250059
28,2022-01-31,ETH,yvYFI,0.4.3,1612.768913637784931913,-1.25E-16,18.268268120743242714,0.001306404933948616,18.266961715809294098,-0.753936507079356793,23832.63000000000101863406598567962646484375,38436524.79423128394467907718,-2.979078750000000127329258248E-12,435349.7397970480754061672258,-17968.28981671469185354099970,1.010803955187306874,0.000217449305847915861904746
29,2022-02-28,ETH,yvYFI,0.4.3,1358.712256738348075172,-1.47E-16,18.268268120743242714,0.001306404933948616,18.266961715809294098,0E-18,19346.68643519000033847987651824951171875,26286579.98676619183891553571,-2.843962905972930049756541848E-12,353405.1804393827240817048724,0E-53,1.010803955187306874,0
30,2022-03-31,ETH,yvYFI,0.4.3,1405.517268212496571717,-1.3E-16,18.268268120743242714,0.001306404933948616,18.266961715809294098,0E-18,24226.63110658000005059875547885894775390625,34050948.37091221454895810462,-3.149462043855400006577838212E-12,442546.9429269314150779639322,0E-56,1.010803955187306874,0
31,2022-04-30,ETH,yvYFI,0.4.3,979.609923886980731961,-1.82E-16,18.268268120743242714,0.001306404933948616,18.266961715809294098,0E-18,16953.96276135000152862630784511566162109375,16608270.17022878067320926084,-3.085621222565700278209988028E-12,309697.3886928369016390805807,0E-56,1.010803955187306874,0
32,2022-05-31,ETH,yvYFI,0.4.3,713.386096883026826059,224.436139537729310234,18.268268120743242753,0.001306404933948616,18.266961715809294137,3.9E-17,8441.60369259000071906484663486480712890625,6022122.709690127257126546384,1894600.944272340402279346333,154202.4514725759127022706620,3.292225440110100280435290188E-13,1.010803955187306874,0
33,2022-06-30,ETH,yvYFI,0.4.3,585.391872196527556018,176.944745719195257227,18.720440491583754934,0.001306404933948616,18.719134086649806318,0.452172370840512181,5541.4347510699999475036747753620147705078125,3243910.863583765900770079204,980527.7629475932090634764454,103730.8601377002203013642923,2505.683689249325320653649946,1.011404386689549543,0.000594013803726565485501219
34,2022-07-31,ETH,yvYFI,0.4.3,530.043551835556494582,273.910126086442689143,18.720440491583755135,0.001306404933948616,18.719134086649806519,2.01E-16,11672.870000000000800355337560176849365234375,6187129.474914712763134576191,3197317.293490654492042081835,218506.0187060319420033984108,2.346246870000000160871422850E-12,1.011404386689549543,0
35,2022-08-31,ETH,yvYFI,0.4.3,1015.095160266519914141,507.336080133259956901,19.447540143163217623,0.001306404933948617,19.446233738229269006,0.727099651579462487,8919.29590685999937704764306545257568359375,9053934.108038566144538577332,4525080.622934982180889222433,173446.7129852311436353885201,6485.216946212031441389574283,1.012331514899602051,0.000916674104101043309532564
36,2021-09-30,ETH,yvYFI,0.3.2,1637.692927094613597982,0,342.503305024782531374,295.74009716411096853,46.763207860671562844,0,28464.0282579400009126402437686920166015625,46615337.75464955521154949516,0E-37,1331069.269978077341854983973,0,1.022832736247445536,0
37,2021-10-31,ETH,yvYFI,0.3.2,831.767395397245671139,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,33713.0095704799969098530709743499755859375,28041382.16144056304225739517,0E-55,1576528.474153165820054567605,0E-55,1.022834382478959664,0.000001609482621926700545039
38,2021-11-30,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,30201.453398249999736435711383819580078125,0E-54,0E-54,1412316.842956750271856950621,0E-54,1.022958460484249215,0.000121308011751456117409841
39,2021-12-31,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,30296.99870508000094559974968433380126953125,0E-56,0E-56,1416784.848000153260763125490,0E-56,1.022958460484249215,0
40,2022-01-31,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,23832.63000000000101863406598567962646484375,0E-56,0E-56,1114490.230556476956417396282,0E-56,1.022958460484249215,0
41,2022-02-28,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,19346.68643519000033847987651824951171875,0E-53,0E-53,904713.1191840249201861972404,0E-53,1.022958460484249215,0
42,2022-03-31,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,24226.63110658000005059875547885894775390625,0E-56,0E-56,1132914.986200812061371433852,0E-56,1.022958460484249215,0
43,2022-04-30,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,16953.96276135000152862630784511566162109375,0E-56,0E-56,792821.6846710953471435520743,0E-56,1.022958460484249215,0
44,2022-05-31,ETH,yvYFI,0.3.2,8.717634798433060504,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,8441.60369259000071906484663486480712890625,73590.81810510361016504601582,0E-56,394756.4681539988127668955306,0E-56,1.062928344074709262,0.039072831531731072445436328
45,2022-06-30,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,5541.4347510699999475036747753620147705078125,0E-58,0E-58,259135.2651106351866365724328,0E-58,1.062928344074709262,0
46,2022-07-31,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,11672.870000000000800355337560176849365234375,0E-57,0E-57,545860.8461405973032020252927,0E-57,1.062928344074709262,0
47,2022-08-31,ETH,yvYFI,0.3.2,0E-18,0E-18,342.503305024782531374,295.74009716411096853,46.763207860671562844,0E-18,8919.29590685999937704764306545257568359375,0E-56,0E-56,417094.8884633312185140379061,0E-56,1.062928344074709262,0
48,2021-09-30,ETH,yvWBTC,0.3.5,1069.16433116,119.73047249,42.32153079,0.21501813,42.10651266,0,41546.62514478000230155885219573974609375,44420169.68487394932608943083,4974397.058949424332668928837,1749383.497638953499825416948,0,1.01373642,0
49,2021-10-31,ETH,yvWBTC,0.3.5,1156.36329055,803.13519354,43.07611085,0.21501813,42.86109272,0.75458006,61729.98838460000115446746349334716796875,71382292.49402933628051379492,49577526.16848767388267744973,2645814.755756863669593736995,46580.21833905077194713812787,1.01513272,0.001377379733481411272567281
50,2021-11-30,ETH,yvWBTC,0.3.5,1423.47542858,562.67135290,44.97664667,0.21501813,44.76162854,1.90053582,57869,82375099.57649602,32561228.52097010,2590310.68198126,109982.10736758,1.01592647,0.000781917461984675264924965
51,2021-12-31,ETH,yvWBTC,0.3.5,809.29391170,619.62736149,53.26408434,0.21501813,53.04906621,8.28743767,47165.5032419499984825961291790008544921875,38170754.61597674580778928575,29225036.32715751864228054321,2502085.904310175119012641590,390881.1682918435416811100004,1.01744299,0.001492745828347203119926583
52,2022-01-31,ETH,yvWBTC,0.3.5,873.64700459,399.37970002,53.41739288,0.21501813,53.20237475,0.15330854,37947.8507045799997285939753055572509765625,33153026.09868483775690913950,15155601.23079890593169754327,2018915.774142116686915554965,5817.729587657131071591138607,1.01784268,0.000392837735311341621214570
53,2022-02-28,ETH,yvWBTC,0.3.5,1035.68885916,366.24485708,61.88004851,0.23011655,61.64993196,8.44755721,37724.9893861899981857277452945709228515625,39071351.21920622787997883832,13816583.34608967281125731737,2325743.028850335551782638940,318684.0060864827936037313339,1.01996868,0.002088731433427413360186468
54,2022-03-31,ETH,yvWBTC,0.3.5,974.62326030,381.31631792,63.36588471,0.23011655,63.13576816,1.48583620,47105.0576662699968437664210796356201171875,45909684.87931957366394233904,17961927.14471134337703503319,2974013.999981053172691968502,69990.39988363148028435389278,1.02028209,0.000307274141005976771757345
55,2022-04-30,ETH,yvWBTC,0.3.5,379.14069415,330.25536342,63.47601319,0.23011655,63.24589664,0.11012848,38589.1169014199986122548580169677734375,14630704.56863987539454234357,12744262.82633532595574612380,2440603.298976086301459614187,4249.760788895694288769736886,1.02086097,0.000567372499893632358086380
56,2022-05-31,ETH,yvWBTC,0.3.5,359.33076381,266.16160028,82.73394694,0.23548506,82.49846188,19.25256524,31702.72000000000116415321826934814453125,11391762.59245456361831606511,8438046.688428761909852883546,2615425.637412313696040849900,610358.6850854528224129357841,1.02100102,0.000137188122688244218015309
57,2022-06-30,ETH,yvWBTC,0.3.5,332.07810101,54.41453536,82.75107089,0.23548506,82.51558583,0.01712395,20076.52000000000043655745685100555419921875,6666972.636489285344971171253,1092454.507445747223755071172,1656625.809227711636022794301,343.7893246540000074755880632,1.02100466,0.000003565128661673619091977
58,2022-07-31,ETH,yvWBTC,0.3.5,294.90288058,24.53628248,82.75779775,0.23548506,82.52231269,0.00672686,23651.81000000000130967237055301666259765625,6974986.899930850186226154692,580327.4913232888321344912401,1951802.060504469008077192884,159.1024146166000088099826826,1.02101755,0.000012624819949401602143520
59,2022-08-31,ETH,yvWBTC,0.3.5,223.71234043,18.55828425,82.80529648,0.23548506,82.56981142,0.04749873,19772.906372500001452863216400146484375,4423443.161695236715198430466,366951.2169094914100876485463,1632645.150402641393912641797,939.1879411026569940091576427,1.02108895,0.000069930237731956713182844
60,2021-09-30,ETH,yvDAI,0.4.3,454715515.577640420063575581,5167545.84058866330045781,7019445.072978461149170461,6E-18,7019445.072978461149170455,0,1.0003817399999999082638169056735932826995849609375,454889098.6785569868036648575,5169518.499537849142735195384,7022124.675940619302992440894,0,1.011260740442445949,0
61,2021-10-31,ETH,yvDAI,0.4.3,447717584.109826664183651684,447717466.120068686665694193,8755106.944659758494352144,1.1E-17,8755106.944659758494352133,1735661.871681297345181678,1.0020656800000000696826418788987211883068084716796875,448642425.3689706821254666460,448642307.1354836213485016388,8773192.193973203874357728150,1739247.193696392088427177516,1.014133937369259899,0.002841202878653107106731736
62,2021-11-30,ETH,yvDAI,0.4.3,515355451.866117472903244110,509660185.076018341563636549,11706806.916782687829682546,1.9E-17,11706806.916782687829682527,2951699.972122929335330394,1.0003245599999999182472265601973049342632293701171875,515522715.6315750978585120895,509825600.3856865724104408011,11710606.47803559786178059519,2952657.975865881311965809749,1.017614769381683459,0.003432319819069561351514731
63,2021-12-31,ETH,yvDAI,0.4.3,347834659.855667807590390089,342892506.210448820395467950,13529825.752153341213492149,3.2E-17,13529825.752153341213492117,1823018.835370653383809590,0.99996070000000003563656036931206472218036651611328125,347820989.9535354922411826412,342879030.5349547619763359059,13529294.03000128206933887896,1822947.190730423382097727064,1.020045063090934526,0.002388225664931874399059775
64,2022-01-31,ETH,yvDAI,0.4.3,211067177.019140244953067817,206552199.422444671807222671,14708572.154147548029423234,3.2E-17,14708572.154147548029423202,1178746.401994206815931085,1.0002470100000000474693706564721651375293731689453125,211119312.7225357528041997336,206603219.8812240196705086874,14712205.31855534471346861324,1179037.564142963460911038004,1.022784013080277514,0.002685126460044263062234749
65,2022-02-28,ETH,yvDAI,0.4.3,226157370.212815470465826693,197676900.444947066433465778,15286919.663793619489632297,3.2E-17,15286919.663793619489632265,578347.509646071460209063,1.00244146999999994562813299125991761684417724609375,226709526.6474689407559064386,198159522.6670763805996889500,15324242.21954518086662925455,579759.5277404470228511857417,1.024286744447724182,0.001469255823544750493725018
66,2022-03-31,ETH,yvDAI,0.4.3,177559976.333131407876816665,163541376.012492186862339533,16177531.181864123194278541,3.2E-17,16177531.181864123194278509,890611.518070503704646244,0.99979991999999995311299016975681297481060028076171875,177524450.1330666666194723157,163508654.6539795997576260114,16174294.38142525506199373420,890433.3245179681165069073768,1.026553021776282332,0.002212541889117273875951121
67,2022-04-30,ETH,yvDAI,0.4.3,155137196.252869258336552838,151088545.567876464495874039,16593449.400634416654107026,3.2E-17,16593449.400634416654106994,415918.218770293459828485,1.0006057100000000925632548387511633336544036865234375,155231164.4040115981350237031,151180061.4108123969344313815,16603500.21887087646256223867,416170.1445945848527787817878,1.027901840399025231,0.001313929815733227965979830
68,2022-05-31,ETH,yvDAI,0.4.3,136257787.232605155193513450,84530376.905631780474626199,17631343.700423477749529678,3.2E-17,17631343.700423477749529646,1037894.299789061095422652,1,136257787.232605155193513450,84530376.905631780474626199,17631343.700423477749529646,1037894.299789061095422652,1.029059177438705108,0.001125921750690324489878206
69,2022-06-30,ETH,yvDAI,0.4.3,111048668.317880466042970940,34768852.895280143786568904,21525802.669472911776820247,1156.312504337106836473,21524646.356968574669983774,3893302.656545096920454128,1.0007060599999999528364469369989819824695587158203125,111127075.3406329834873754793,34793401.79155538364506821037,21539844.04877537488663646212,3896051.561818776967963797409,1.030591976504646657,0.001489514985675202979450949
70,2022-07-31,ETH,yvDAI,0.4.3,100144070.884272480751171040,99090410.236562491381056295,21635814.356533650503189424,1156.312504337106836479,21634658.044029313396352945,110011.687060738726369171,1,100144070.884272480751171040,99090410.236562491381056295,21634658.044029313396352945,110011.687060738726369171,1.031272019580387239,0.000659856753442826625768532
71,2022-08-31,ETH,yvDAI,0.4.3,53718983.039282593567564496,53718983.039282593567564496,21787894.382365247956485682,1156.312504337106836479,21786738.069860910849649203,152080.025831597453296258,1,53718983.039282593567564496,53718983.039282593567564496,21786738.069860910849649203,152080.025831597453296258,1.032727874651344217,0.001411708107381162863959302
72,2021-09-30,ETH,yvUSDC,0.3.0,473348959.773479,109112825.516291,22137568.098663,4752.76205,22132815.336613,0,1.00021263000000004694811650551855564117431640625,473449607.9627956570626121112,109136026.1763805340779716446,22137521.43713802506128399302,0,1.076877,0
73,2021-10-31,ETH,yvUSDC,0.3.0,426396656.383392,420550572.858353,24482963.879288,4752.76205,24478211.117238,2345395.780625,1,426396656.383392,420550572.858353,24478211.117238,2345395.780625,1.08176,0.004534408293611990970185081
74,2021-11-30,ETH,yvUSDC,0.3.0,297254572.243292,291873833.301445,27840013.918732,4752.76205,27835261.156682,3357050.039444,1.000239510000000109357642941176891326904296875,297325767.6858900233739793740,291943740.0032590610105844461,27841927.98008163994981855075,3357854.086498947599559079549,1.089003,0.006695570181925750628605236
75,2021-12-31,ETH,yvUSDC,0.3.0,248837279.715593,217977264.017403,29312227.259619,4752.76205,29307474.497569,1472213.340887,1.00004516999999992776793078519403934478759765625,248848519.6955177353617783884,217987110.0504186503485611782,29308798.31619205307479047358,1472279.840763607759448984062,1.092364,0.003086309220452101601189345
76,2022-01-31,ETH,yvUSDC,0.3.0,168547524.8744,159473142.060786,30169379.849896,4752.76205,30164627.087846,857152.590277,1.0001688200000000694700474923592992126941680908203125,168575979.0675493079170045577,159500064.3166287129711267527,30169719.48019097225725807638,857297.2947772906226864311547,1.09513,0.002532122991969709730456148
77,2022-02-28,ETH,yvUSDC,0.3.0,117783512.333057,116643733.102421,30462443.261504,4752.76205,30457690.499454,293063.411608,1.0002500000000000834887714518117718398571014404296875,117812958.2111402740836007420,116672894.0356966149884419743,30465304.92207886604287516106,293136.6774609020244675041926,1.096321,0.001087542118287326618757590
78,2022-03-31,ETH,yvUSDC,0.3.0,89592185.613107,87989738.625806,30537516.383521,4752.76205,30532763.621471,75073.122017,0.99991726999999996916557165604899637401103973388671875,89584773.65159122489536617253,87982459.23472948435650670934,30530237.64593659476270968797,75066.91121761553127516319861,1.096431,0.000100335576897642205157066
79,2022-04-30,ETH,yvUSDC,0.3.0,57586066.938397,57586066.938397,30537516.383521,4752.76205,30532763.621471,0.000000,1.0000011399999999550658458247198723256587982177734375,57586132.58651330718499878984,57586132.58651330718499878984,30532798.42882152710497609204,0E-58,1.096942,0.000466057599611831478679461
80,2022-05-31,ETH,yvUSDC,0.3.0,38344708.138125,37761811.339336,30537516.383521,4752.76205,30532763.621471,0.000000,1.00039940000000004971525413566268980503082275390625,38360023.01455536903131690984,37776893.40678493267573804736,30544958.40726141703534410291,0E-56,1.09624,-0.0006399609095102566954314813
81,2022-06-30,ETH,yvUSDC,0.3.0,19532973.924575,19183215.937036,30537516.383521,4752.76205,30532763.621471,0.000000,1.000145030000000101466639534919522702693939208984375,19535806.79178328309419522425,19185998.07884335027753645660,30537191.78817902503718692038,0E-57,1.097161,0.000840144493906443844413632
82,2022-07-31,ETH,yvUSDC,0.3.0,18949165.905725,18699747.335924,30537516.383521,4752.76205,30532763.621471,0.000000,1,18949165.905725,18699747.335924,30532763.621471,0.000000,1.097722,0.000511319669583588917214520
83,2022-08-31,ETH,yvUSDC,0.3.0,17878471.257402,17878471.257402,30537516.383521,4752.76205,30532763.621471,0.000000,1.00004778000000005278025128063745796680450439453125,17879325.49075867961119020548,17879325.49075867961119020548,30534222.47691683549590693623,0E-56,1.097725,0.000002732932381787009825803
84,2021-09-30,ETH,yvUSDC,0.4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2021-10-31,ETH,yvUSDC,0.4.3,14666.484763,14666.484761,0,0,0,0,1,14666.484763,14666.484761,0,0,1,0
86,2021-11-30,ETH,yvUSDC,0.4.3,96638141.727838,91844580.968369,190517.883421,0,190517.883421,190517.883421,1.000239510000000109357642941176891326904296875,96661287.52916324504749939757,91866578.66395674410309689162,190563.5143592581845445866691,190563.5143592581845445866691,1.001753,0.001753
87,2021-12-31,ETH,yvUSDC,0.4.3,134081900.945061,118847113.262561,965554.050852,0,965554.050852,775036.167431,1.00004516999999992776793078519403934478759765625,134087957.4245266787203568505,118852481.5866670612957970888,965597.6649284769150960329682,775071.1758146828022875339101,1.006564,0.004802581075374867856647297
88,2022-01-31,ETH,yvUSDC,0.4.3,143815942.538410,127122855.975264,1559859.911286,0,1559859.911286,594305.860434,1.0001688200000000694700474923592992126941680908203125,143840221.5458293443671003583,127144316.8558097528997108420,1560123.246836223410883542118,594406.1911493585091664563493,1.009515,0.002931755953918479103166813
89,2022-02-28,ETH,yvUSDC,0.4.3,190306167.750781,93827953.731733,2139238.665529,852.575102,2138386.090427,578526.179141,1.0002500000000000834887714518117718398571014404296875,190353744.2927187111384281452,93851410.72016594108358058490,2138920.686949606928531227579,578670.8106857852983004399492,1.011251,0.001719637647781360356210656
90,2022-03-31,ETH,yvUSDC,0.4.3,178342778.496373,156420538.467503,2745273.798391,852.575102,2744421.223289,606035.132862,0.99991726999999996916557165604899637401103973388671875,178328024.1983079895626123758,156407597.7963555786536721151,2744194.177321197216407340445,605984.9955754583080532531218,1.012785,0.001516932986963671729372826
91,2022-04-30,ETH,yvUSDC,0.4.3,166054096.779400,163759479.709718,3234608.605563,852.575102,3233756.030461,489334.807172,1.0000011399999999550658458247198723256587982177734375,166054286.0810703210544996139,163759666.3955248617201262911,3233759.716942874580233907962,489335.3650136801540921543312,1.014732,0.001922421836816303558998208
92,2022-05-31,ETH,yvUSDC,0.4.3,175098531.304077,44345190.783488,3872847.134591,1370.684472,3871476.450119,637720.419658,1.00039940000000004971525413566268980503082275390625,175168465.6574798570588679826,44362902.25268692731183242950,3873022.717813177721071435598,637975.1251936114369044327308,1.015597,0.000852441827004568693999992
