,timestamp,vault,totalAssets,totalDebt,totalGain,totalLoss,netTotalGain,netTotalGainDelta,totalAssetsUSDC,totalDebtUSDC,netTotalGainUSDC,netTotalGainDeltaUSDC
51,2021-09-30,yvCurve-ibAUD-USDC,0,0,0,0,0,0,0,0,0,0
52,2021-09-30,yvCurve-ibBTC,0,0,0,0,0,0,0,0,0,0
53,2021-09-30,yvCurve-ibCHF,0,0,0,0,0,0,0E-51,0E-51,0E-51,0
54,2021-09-30,yvCurve-ibCHF-USDC,0,0,0,0,0,0,0,0,0,0
55,2021-09-30,yvCurve-ibEUR,8709.113365634622650593,0,0,0,0,0,10109.30220563287650625546128,0E-50,0E-50,0
56,2021-09-30,yvCurve-ibEUR-USDC,0,0,0,0,0,0,0,0,0,0
57,2021-09-30,yvCurve-ibGBP,16699.650125544915041281,0,0,0,0,0,22461.02320234635129098794869,0E-52,0E-52,0
58,2021-09-30,yvCurve-ibGBP-USDC,0,0,0,0,0,0,0,0,0,0
59,2021-09-30,yvCurve-ibJPY,0,0,0,0,0,0,0E-58,0E-58,0E-58,0
60,2021-09-30,yvCurve-ibJPY-USDC,0,0,0,0,0,0,0,0,0,0
61,2021-09-30,yvCurve-ibKRW,0,0,0,0,0,0,0E-60,0E-60,0E-60,0
62,2021-09-30,yvCurve-ibKRW-USDC,0,0,0,0,0,0,0,0,0,0
63,2021-09-30,yvCurve-mUSD,198291.420029234963627115,196723.964382224150653533,59114.763156516636044369,0,59114.763156516636044369,0,201233.0692240186720598245316,199642.3604042724541502026959,59991.72946909616529682193283,0
64,2021-09-30,yvCurve-oBTC,329.824522716651448754,329.824522716651448754,26.259221498878046097,0,26.259221498878046097,0,13756515.20788657089901276596,13756515.20788657089901276596,1095235.056875716614992354198,0
65,2021-09-30,yvCurve-pBTC,553.168210681908974279,547.24458277105883729,44.865299251416778722,0,44.865299251416778722,0,23097208.54269982381966894780,22849870.99411292798124486840,1873323.797589834966990770751,0
66,2021-09-30,yvCurve-rETH,1750.84876788101806263,1750.84876788101806263,76.200387975793424068,0,76.200387975793424068,0,5009155.385837852545150726103,5009155.385837852545150726103,218008.3116452343530489977921,0
67,2021-09-30,yvCurve-rETHwstETH,0,0,0,0,0,0,0,0,0,0
68,2021-09-30,yvCurve-renBTC,32.513031852239826351,32.513031852239826351,1.068294723156917317,0,1.068294723156917317,0,1374751.785696182619539615997,1374751.785696182619539615997,45170.81289078878561865073206,0
69,2021-09-30,yvCurve-sAave,11362926.029580695849754402,11362926.029580695849754402,807848.903046135663866586,0,807848.903046135663866586,0,11855305.96684053308526080827,11855305.96684053308526080827,842854.7273524620423158598086,0
70,2021-09-30,yvCurve-sBTC,143.678452471698357666,143.678452471698357666,5.825199621527327995,0,5.825199621527327995,0,6024571.452671598319179446910,6024571.452671598319179446910,244256.0505228143832564735404,0
71,2021-09-30,yvCurve-sETH,3405.650889726406281023,3394.536261676751974313,2975.626437782040033615,0,2975.626437782040033615,0,9757951.654729646481348053794,9726105.758987366912995915820,8525835.401979548177545280987,0
72,2021-09-30,yvCurve-sUSD,7207465.442436921438988906,7207465.442436921438988906,457153.904207923131256572,0,457153.904207923131256572,0,7529851.298169012862192318681,7529851.298169012862192318681,477602.1399693570570059910985,0
73,2021-09-30,yvCurve-stETH,123672.756667844407671117,118753.297186900533616794,5224.018711632751926726,0,5224.018711632751926726,0,360490111.9201899903805949495,346150522.9383152547256946911,15227339.80198649192261727310,0
74,2021-09-30,yvCurve-stETH-WETH,0,0,0,0,0,0,0,0,0,0
75,2021-09-30,yvCurve-tBTC,110.60114128285731872,110.60114128285731872,6.901110585803641755,0,6.901110585803641755,0,4616116.855136643769948600930,4616116.855136643769948600930,288028.9708116031623531123895,0
76,2021-09-30,yvCurve-triCrypto,307.576538693542865712,307.576538693542865712,559.538274328007968909,0,559.538274328007968909,0,457436.6674247957844346474965,457436.6674247957844346474965,832161.4014918313668189762791,0
77,2021-09-30,yvCurve-yBUSD,566164.705691870720763188,566164.705691870720763188,183656.678206361951212069,0,183656.678206361951212069,0,635235.9931731212189480933270,635235.9931731212189480933270,206062.5312924196306922487523,0
78,2021-09-30,yvDAI,467565394.791693823728719039,18014439.457743385735419619,33286627.736849296326777061,4954252.850956796708740772,28332374.885892499618036289,0,467743835.5175604754131546110,18021269.74164265652204329982,28343189.82778888915993036422,0
79,2021-09-30,yvDOLA,0,0,0,0,0,0,0,0,0,0
80,2021-09-30,yvFRAX,0,0,0,0,0,0,0,0,0,0
81,2021-09-30,yvHEGIC,688307.569046950460599185,0,54573.516823712634713853,0,54573.516823712634713853,0,109204.1256747129664116290171,0E-55,8658.415885182951308130096360,0
82,2021-09-30,yvKP3RETH-f,0,0,0,0,0,0,0,0,0,0
83,2021-09-30,yvLINK,823864.549407376252976302,768259.908479243280949499,9303.461382052344222112,0,9303.461382052344222112,0,18714122.94182118832830348676,17451060.84355100148796002638,211328.5736271230091471925486,0
84,2021-09-30,yvLUSD,0,0,0,0,0,0,0,0,0,0
85,2021-09-30,yvMIM,0,0,0,0,0,0,0,0,0,0
86,2021-09-30,yvRAI,11458.443453784630336148,11458.443453784630336148,1864.021935324266049307,0,1864.021935324266049307,0,34648.49764104048822074324833,34648.49764104048822074324833,5636.503761564444827384345451,0
87,2021-09-30,yvSNX,870369.121921477170410849,861275.982524257560200007,41188.188791186880245378,0,41188.188791186880245378,0,8084858.773528601176203904416,8000392.601667828219669040019,382597.0856813349183076095372,0
88,2021-09-30,yvSPELL,0,0,0,0,0,0,0,0,0,0
89,2021-09-30,yvSUSHI,172798.419677513642100342,75673.608269694770003511,703.304694196750584536,0,703.304694196750584536,0,1642485.308174520212638026686,719293.5562228514287834346605,6685.058981119022409966499437,0
90,2021-09-30,yvTUSD,456962.216053063440134629,450267.152913775857916212,1679.316686891999246225,0,1679.316686891999246225,0,463682.0103006672641663755184,456888.4938425050535412736628,1704.011644628223917382726688,0
91,2021-09-30,yvUNI,107025.661281668907405573,80999.754734493283694826,276.969159201930066994,0,276.969159201930066994,0,2460891.195987625747005732332,1862465.327625240772819943429,6368.481701283970757187005221,0
92,2021-09-30,yvUSDC,473348987.822426,109112825.516291,22137568.098663,4752.76205,22132815.336613,0,473449636.0177067046632234280,109136026.1763805340779716446,22137521.43713802506128399302,0
93,2021-09-30,yvUSDT,131719449.300875,131078645.709764,2323624.111204,0,2323624.111204,0,131719449.300875,131078645.709764,2323624.111204,0
94,2021-09-30,yvWBTC,1069.78843829,119.73047249,42.41418906,0.21501813,42.19917093,0,44446099.22985424380780725012,4974397.058949424332668928837,1753233.136049207314369275410,0
95,2021-09-30,yvWETH,62799.653922941057413723,27476.756746072913878451,7909.584196081706913452,6565.000264571820565732,1344.583931509886347720,0,178873510.2617914829335269482,78262595.77497440655646319516,3829805.303798239702058383523,0
96,2021-09-30,yvWFTM,17479689.479749187765229207,2353103.108109509723962098,14162.183880157326210181,0,14162.183880157326210181,0,20945797.58641425276636273957,2819708.065153298281194769326,16970.45232290994665631193620,0
97,2021-09-30,yvYFI,1646.703436952030872554,6.700841773694315078,342.535341750539221584,295.741403569044813531,46.793938181494408053,0,46872272.20488486547610681106,191186.8940316155895230545577,1331946.496710141470775209503,0
98,2021-09-30,yvfBEETS,0,0,0,0,0,0,0,0,0,0
99,2021-09-30,yvsUSD,187584.353268903325740545,0E-18,34599.836256413391152657,11950.660974810635203361,22649.175281602755949296,0,189064.4744774668793274299644,0E-70,22827.88701371997286965695191,0
100,2021-10-31,yUSD,9367733.267341426740371151,0,132318.236867322562684545,8888996.364683443790790907,-8756678.127816121228106362,-8879237.295781474054062960,10498840.14796611759059218681,0E-52,-9814003.160363672281411456579,-9951360.734113329683304053512
101,2021-10-31,yv1INCH,992975.272020603921620911,988507.448365895862464132,74758.431749483659698636,0,74758.431749483659698636,19528.701320260819461471,4657054.025776632780455324068,4636099.932836051981264011755,350617.0449050783932020861790,91589.60919202325090608626407
102,2021-10-31,yvAAVE,14879.90768469178285705,14879.90768469178285705,55.749418350102133222,0,55.749418350102133222,33.175693370481423122,4716781.936970448383188251521,4716781.936970448383188251521,17672.00812279887571707978616,10516.36304150890661717395348
103,2021-10-31,yvBOO,0,0,0,0,0,0,0,0,0,0
104,2021-10-31,yvBOOST,11813938.321055128372431821,11742331.530475300683824791,1356428.300865686737450099,0,1356428.300865686737450099,287690.200149097137711315,23152078.74409451898443988103,23011749.07509993848366273402,2658227.424159764849943550353,563793.8836946064854229804433
105,2021-10-31,yvBalancer-BoostedAaveUSD,0,0,0,0,0,0,0,0,0,0
106,2021-10-31,yvCOMP,8091.292714464974017818,0,30.291038679839665752,0,30.291038679839665752,22.221629512878922853,2566396.223174000514163922147,0E-44,9607.711648471545389840903929,7048.256448894936902092947300
107,2021-10-31,yvCRV,0,0,0,0,0,0,0,0,0,0
108,2021-10-31,yvCurve-3Crypto,11009.965739551776978457,10970.136644376516706853,799.006779988423967194,0,799.006779988423967194,229.229107170218962781,21369837.95372729286080020169,21292531.50883243853006684693,1550835.471807487702745869076,444923.1714598042994052423408
109,2021-10-31,yvCurve-3EUR,0,0,0,0,0,0,0,0,0,0
110,2021-10-31,yvCurve-3pool,6094592.960361143085412455,6094592.960361143085412455,332597.148919036473489327,0,332597.148919036473489327,126859.003093228610692220,6225558.118149881055693528956,6225558.118149881055693528956,339744.2444464275050420608208,129585.0439404326530841359381
111,2021-10-31,yvCurve-Aave,2161952.110243215535305593,2161952.110243215535305593,400432.815503836270121717,0,400432.815503836270121717,26595.833921206255618620,2326866.607739005136154838306,2326866.607739005136154838306,430977.9770903296582647183424,28624.57385758892789391968873
112,2021-10-31,yvCurve-BBTC,272.410931177986721552,272.247401823100554288,26.571984800729831702,0,26.571984800729831702,1.711480869551299122,16947627.42490303796563479814,16937453.69741104271403708697,1653135.196871815206606430802,106477.1519871681528635380668
113,2021-10-31,yvCurve-BUSD,2566884.778738587306637742,2551345.783964757490437955,759507.373962636337915185,0,759507.373962636337915185,49998.362601482661765157,2583145.240800845216582410582,2567507.811053580538696699018,764318.6303706444757744341906,50315.08756124339726886045162
114,2021-10-31,yvCurve-CRVETH,0,0,0,0,0,0,0,0,0,0
115,2021-10-31,yvCurve-CVXETH,0,0,0,0,0,0,0,0,0,0
116,2021-10-31,yvCurve-Compound,44807836.464903478691270086,44710981.85227050453505646,673157.917758585768115001,0,673157.917758585768115001,288634.328552787826963330,48963746.61954654214576194741,48857908.77764114646278275730,735593.0640813175789608746616,315405.0550963617979600175587
117,2021-10-31,yvCurve-DOLA,0,0,0,0,0,0,0,0,0,0
118,2021-10-31,yvCurve-DUSD,3015716.085102289973378198,3015716.085102289973378198,331661.260909446665365377,0,331661.260909446665365377,24359.692881799526399972,3061590.852389223834494711416,3061590.852389223834494711416,336706.4583792860209269947674,24730.25005979588551831516536
119,2021-10-31,yvCurve-EURN,0,0,0,0,0,0,0E-50,0E-50,0E-50,0
120,2021-10-31,yvCurve-EURS,21195483.753906898757544061,21195483.753906898757544061,2447264.715502835685548836,0,2447264.715502835685548836,576192.866205280058422893,24572030.41314110900136328727,24572030.41314110900136328727,2837126.234840402600918711681,667983.2740133305272350637332
121,2021-10-31,yvCurve-EURSUSDC,0,0,0,0,0,0,0,0,0,0
122,2021-10-31,yvCurve-EURT,330926.494506887234016119,330926.494506887234016119,41378.329093583467636931,0,41378.329093583467636931,16644.020764234148747856,383193.5598285057176906193831,383193.5598285057176906193831,47913.68925825212970180520614,19272.80430057471092932027621
123,2021-10-31,yvCurve-EURTUSD,0,0,0,0,0,0,0,0,0,0
124,2021-10-31,yvCurve-FRAX,29349370.859104008390877632,29262436.874190632865951315,3157515.603057716604303651,0,3157515.603057716604303651,705115.746189858941555561,29558047.53281459675209845581,29470495.43942825876805043260,3179965.823759158992061885389,710129.1827368374899706232204
125,2021-10-31,yvCurve-GUSD,1329608.549668900588818885,1329608.549668900588818885,318895.434687941268060043,0,318895.434687941268060043,44434.874621523951148287,1359923.551067350707287638751,1359923.551067350707287638751,326166.2329623143194270772887,45447.98730542395710927011825
126,2021-10-31,yvCurve-Geist,0,0,0,0,0,0,0,0,0,0
127,2021-10-31,yvCurve-HBTC,514.774944377928387668,514.774944377928387668,31.559024956656177788,0,31.559024956656177788,2.627139521003063466,32009393.28625246491208455333,32009393.28625246491208455333,1962382.304346623880141400057,163359.0427507403246970019751
128,2021-10-31,yvCurve-HUSD,8442.682815203193010918,8404.921228107185369789,172.721664171087214634,0,172.721664171087214634,37.761587096007641129,8582.012969933595306825073330,8543.628200859996614727125773,175.5721012561941452006061148,38.38476907359869209794755717
129,2021-10-31,yvCurve-IronBank,193082655.99420569523765242,193004350.748158437429258145,14415889.264390510842153065,0,14415889.264390510842153065,2563281.107867279526168739,199928807.5232053753385725164,199847725.8000209311743197533,14927034.92799821936247858337,2654167.628904198522495161971
130,2021-10-31,yvCurve-LINK,267700.752159522575903876,267700.752159522575903876,40528.324801810206075767,0,40528.324801810206075767,871.039370859246595004,7905078.926806219139618177125,7905078.926806219139618177125,1196782.615458001598136362432,25721.38822716058443022524833
131,2021-10-31,yvCurve-LUSD,19148982.33001487527525482,18218430.687989920810595784,4512523.606323368576275067,0,4512523.606323368576275067,137745.408422853632449613,19315537.20184183054441534143,18376891.76627762909587578298,4551772.835233525222071278225,138943.4965744448282419712841
132,2021-10-31,yvCurve-MIM,115574894.33404244049424138,115496718.652735234340330029,3336129.893525758241521712,0,3336129.893525758241521712,3139759.274272815003784384,115938643.3389411613295756779,115860221.6152175062610682255,3346629.699179704931258947836,3149641.042438982098906280789
133,2021-10-31,yvCurve-MIMUST,1106740.295509172545902967,1105600.961534827392402491,1139.333974345153500476,0,1139.333974345153500476,0,1107562.031651755601201719049,1106421.851741006947112577461,1140.179910748654089141588183,0
134,2021-10-31,yvCurve-OUSD,0,0,0,0,0,0,0,0,0,0
135,2021-10-31,yvCurve-RAI,0,0,0,0,0,0,0,0,0,0
136,2021-10-31,yvCurve-RSV,144970.673686715905840902,144970.673686715905840902,69752.508056103745870584,0,69752.508056103745870584,24935.434384492892967015,149236.3385887144080399901176,149236.3385887144080399901176,71804.92885180398735580293729,25669.14282748376395669361918
137,2021-10-31,yvCurve-STG-USDC,0,0,0,0,0,0,0,0,0,0
138,2021-10-31,yvCurve-TUSD,37109.196473259928737109,34883.559054554961430926,13567.839093559002068182,0,13567.839093559002068182,570.538981815078471308,37344.61852430499674359349748,35104.86158333088703653952398,13653.91394322481911788989010,574.1585012352000236085151236
139,2021-10-31,yvCurve-Tricrypto,0,0,0,0,0,0,0,0,0,0
140,2021-10-31,yvCurve-USDM,36880.412365904701208702,36880.412365904701208702,0,0,0,0,37057.48161011535152435800426,37057.48161011535152435800426,0E-46,0
141,2021-10-31,yvCurve-USDN,188317594.83603437496388897,188317594.83603437496388897,14507457.162774626966023951,0,14507457.162774626966023951,3669786.453309026995945210,196577623.6090632689179829370,196577623.6090632689179829370,15143786.51740736153029109984,3830751.453534295089239050108
142,2021-10-31,yvCurve-USDP,13310275.460749716503191737,13289035.447363086735421453,1858849.662132378926045881,0,1858849.662132378926045881,103221.385054264635668772,13423375.74164736782331756650,13401955.24728666793728074588,1874644.708565011846157606910,104098.4794223495157036141606
143,2021-10-31,yvCurve-UST,205948.766370363646089975,203724.651179926924027553,241000.830042185474675896,0,241000.830042185474675896,18608.759951470992824594,212222.8946779295805883471196,209931.0229074388082721675924,248342.8023033611641603621166,19175.66671006871992868035579
144,2021-10-31,yvCurve-YFIETH,0,0,0,0,0,0,0,0,0,0
145,2021-10-31,yvCurve-alETH,0,0,0,0,0,0,0E-40,0E-40,0E-40,0
146,2021-10-31,yvCurve-alUSD,28225925.609994563553511839,28150817.134858681789637364,3181377.029261415633225229,0,3181377.029261415633225229,557783.127023772863353902,28478290.39800109166531066237,28402510.38653839237887603776,3209821.359153438967791699834,562770.2024717124390793683182
147,2021-10-31,yvCurve-ankrETH,547.581370347927098068,534.479866134063141477,123.129692419846844061,0,123.129692419846844061,34.222033147243940192,2425561.385954132019460725780,2367527.083766546541387457757,545414.1495139349469960875664,151589.6022869717566921754557
148,2021-10-31,yvCurve-cvxCRV,15535.165037280710039766,15535.165037280710039766,668.024761506312964298,0,668.024761506312964298,668.024761506312964298,73933.91899185105349824290135,73933.91899185105349824290135,3179.218790610516770305820479,3179.218790610516770305820479
149,2021-10-31,yvCurve-d3pool,0,0,0,0,0,0,0,0,0,0
150,2021-10-31,yvCurve-ibAUD,0,0,0,0,0,0,0E-53,0E-53,0E-53,0E-53
151,2021-10-31,yvCurve-ibAUD-USDC,0,0,0,0,0,0,0,0,0,0
152,2021-10-31,yvCurve-ibBTC,0,0,0,0,0,0,0,0,0,0
153,2021-10-31,yvCurve-ibCHF,0,0,0,0,0,0,0E-52,0E-52,0E-52,0E-52
154,2021-10-31,yvCurve-ibCHF-USDC,0,0,0,0,0,0,0,0,0,0
155,2021-10-31,yvCurve-ibEUR,2510339.607666224090183389,2510339.607666224090183389,21.399306035305603982,0,21.399306035305603982,21.399306035305603982,2903691.018959893509897142500,2903691.018959893509897142500,24.75241698650395856998386259,24.75241698650395856998386259
156,2021-10-31,yvCurve-ibEUR-USDC,0,0,0,0,0,0,0,0,0,0
157,2021-10-31,yvCurve-ibGBP,19835.808126717692047311,19835.808126717692047311,0,0,0,0,27164.94178483807061687257217,27164.94178483807061687257217,0E-52,0E-52
158,2021-10-31,yvCurve-ibGBP-USDC,0,0,0,0,0,0,0,0,0,0
159,2021-10-31,yvCurve-ibJPY,289584189.215485306814849565,289584189.215485306814849565,0,0,0,0,2541386.323850529472181706513,2541386.323850529472181706513,0E-59,0E-59
160,2021-10-31,yvCurve-ibJPY-USDC,0,0,0,0,0,0,0,0,0,0
161,2021-10-31,yvCurve-ibKRW,0,0,0,0,0,0,0E-63,0E-63,0E-63,0E-63
162,2021-10-31,yvCurve-ibKRW-USDC,0,0,0,0,0,0,0,0,0,0
163,2021-10-31,yvCurve-mUSD,34231411.956733247710874183,33345296.602259134266374255,147344.960775511572660968,0,147344.960775511572660968,88230.197618994936616599,34822624.68671157207899649961,33921205.18181396713204272925,149889.7642624008865163948854,89754.02655327273328124116782
164,2021-10-31,yvCurve-oBTC,278.016206215694079889,278.016206215694079889,27.850483120485268369,0,27.850483120485268369,1.591261621607222272,17232445.26076842580061211268,17232445.26076842580061211268,1726273.199654305375845678624,98632.12351237428360546692441
165,2021-10-31,yvCurve-pBTC,367.512754202969807697,367.512754202969807697,47.599731148666057269,0,47.599731148666057269,2.734431897249278547,22806097.14568486975269536203,22806097.14568486975269536203,2953813.385440836212517808225,169685.8647046717926781705047
166,2021-10-31,yvCurve-rETH,1226.119068541403065068,1205.502840770707475384,124.652199618780118439,0,124.652199618780118439,48.451811642986694371,5317271.022816601481021731768,5227865.292706463412747031726,540575.1741156521068154966012,210119.4090054408064963845456
167,2021-10-31,yvCurve-rETHwstETH,0,0,0,0,0,0,0,0,0,0
168,2021-10-31,yvCurve-renBTC,37.013399962517929282,25.648052257461939054,1.16187292438549327,0,1.16187292438549327,0.093578201228575953,2325909.045031667942446427964,1611714.589675253126141608587,73011.68622018628860154912787,5880.421276503880129371847755
169,2021-10-31,yvCurve-sAave,5369817.254743587469208306,5348666.556650104903897599,865709.356567281506690297,0,865709.356567281506690297,57860.453521145842823711,5633717.974295118336317527701,5611527.821005845542872451725,908254.8122657562179218663973,60704.01682943526448881263714
170,2021-10-31,yvCurve-sBTC,146.208455013568341929,146.066895722332394336,6.899728286503049774,0,6.899728286503049774,1.074528664975721779,9111331.345345153336601454208,9102509.737816756718435517764,429973.1544618662395662548716,66961.83682234118105408275672
171,2021-10-31,yvCurve-sETH,2790.816586538777432179,2790.816586538777432179,2980.805068189968773963,0,2980.805068189968773963,5.178630407928740348,12106944.75199165989552847622,12106944.75199165989552847622,12931140.81774547598892882006,22465.60828905483976554362288
